N	wl_v2inv	wl_v2inv_err	uf_v2inv	uf_v2inv_err
1	0.0	0.0	nan	nan
2	0.0	0.0	nan	nan
3	0.012071786227752714	0.000266827156231526	nan	nan
4	0.03100331980818886	0.0004086132802663092	nan	nan
5	0.05267819796766971	0.0005090755984106631	0.0525	0.0010268276388956425
6	0.07316877605901365	0.0005841214528005262	nan	nan
7	0.0963192762149602	0.0006532865018524201	nan	nan
8	0.12131090859697216	0.000718438776971994	nan	nan
9	0.14466140065948127	0.0007784045482343857	nan	nan
10	0.1654227017440142	0.0008290938581695271	0.16465	0.0016542483942866622
11	0.190081782012869	0.0008870676626979019	nan	nan
12	0.2157394843962008	0.0009396445495943744	nan	nan
13	0.23905667826387347	0.0009895443080335114	nan	nan
14	0.2645746798731782	0.0010305084792877686	nan	nan
15	0.2874309015641655	0.0010737687692868405	0.287275	0.0021703530674754283
16	0.31205756850751054	0.00112321030190309	nan	nan
17	0.3392162450132567	0.0011689871740855283	nan	nan
18	0.3633366645541852	0.0011908337772527319	nan	nan
19	0.38813947726991205	0.0012458875336328924	nan	nan
20	0.41385461572766463	0.0012830224031083976	0.411075	0.0025617102563521886
21	0.4415367760569693	0.0013316926438454418	nan	nan
22	0.46383928571428573	0.001354152936150554	nan	nan
23	0.49278197350501424	0.0013982443160369855	nan	nan
24	0.5165411212645098	0.0014274903374821085	nan	nan
25	0.5436816704422338	0.0014637663190173564	0.538375	0.0029562832979097235
26	0.5722793519272028	0.0014987652131099646	nan	nan
27	0.597055474416417	0.0015322514603944369	nan	nan
28	0.6194057226705796	0.0015547034006454202	nan	nan
29	0.645412631988711	0.001576786662707979	nan	nan
30	0.6700701193258704	0.0016296562534518961	0.673	0.003327476521329638
31	0.6959079473138967	0.001663500809168024	nan	nan
32	0.7258208117865158	0.0016888205966288658	nan	nan
33	0.750030625245002	0.0017033694027391586	nan	nan
34	0.7728190630048465	0.001736178108534883	nan	nan
35	0.7991880572156363	0.0017792699463325284	0.792525	0.003573833717102685
36	0.8265204692715492	0.0017994314197011688	nan	nan
37	0.8521131083934974	0.0018341197980539603	nan	nan
38	0.8792237611119297	0.0018532302681737722	nan	nan
39	0.9053432586887739	0.001873587730040895	nan	nan
40	0.9335438372321604	0.0019065258958146354	0.92735	0.003834833470960636
41	0.9545643814142601	0.0019387832193855043	nan	nan
42	0.983041910881134	0.0019611082019809142	nan	nan
43	1.0065419869899468	0.0019941695981887907	nan	nan
44	1.034645640347008	0.002008773417832599	nan	nan
45	1.059877143899769	0.0020329033174815874	1.054775	0.004065014752433257
46	1.0843333740681902	0.002059392885021645	nan	nan
47	1.1132523373587846	0.002080974167028669	nan	nan
48	1.1377965729349737	0.002100198413720443	nan	nan
49	1.1647770127247512	0.0021267177541074004	nan	nan
50	1.1892262823811974	0.0021515260455068925	1.188075	0.004368312538898743
51	1.2159460458240947	0.0021919303405093463	nan	nan
52	1.2447484662576687	0.002208333478308826	nan	nan
53	1.2686285826558932	0.0022366073845847263	nan	nan
54	1.296247914826808	0.0022605399267838205	nan	nan
55	1.3206355797650162	0.0022671276256408827	1.31865	0.00459170096478418
56	1.351330672803839	0.0023061140944594387	nan	nan
57	1.3776094110712707	0.002316801566437597	nan	nan
58	1.4033806394880188	0.0023435138320363025	nan	nan
59	1.4306361187292187	0.002352227309721321	nan	nan
60	1.4512696862409962	0.0023751846034002527	1.459775	0.004804822570865649
61	1.4850643661937557	0.0024053743373449576	nan	nan
62	1.5049159902297007	0.00243117244922429	nan	nan
63	1.529261712043169	0.0024379414519057328	nan	nan
64	1.557810427006044	0.0024757087920383256	nan	nan
65	1.584078005430758	0.0025060867836556888	1.5901	0.005091237472363664
66	1.612645492207536	0.0025306316088411183	nan	nan
67	1.636826791975068	0.0025267050182845655	nan	nan
68	1.6623594954105925	0.002569746823279407	nan	nan
69	1.6900565388397246	0.00258215410679384	nan	nan
70	1.7134687753646358	0.002593938171587052	1.712275	0.005214001096806562
71	1.743611668773391	0.002639897104512462	nan	nan
72	1.7668348281016442	0.0026610895228850427	nan	nan
73	1.7968058542856435	0.002657057863613352	nan	nan
74	1.8260385756676558	0.00267937309633427	nan	nan
75	1.8519226458795108	0.0027180424383073934	1.85135	0.005438434310534605
76	1.8771488729254397	0.0027451102606859588	nan	nan
77	1.9063205277646884	0.0027413867353036844	nan	nan
78	1.9283694216729375	0.0027627594968222223	nan	nan
79	1.9507686224111511	0.0027814497273403373	nan	nan
80	1.9888155596586656	0.0028117684906363623	1.978175	0.005671793537982497
81	2.0109698469846986	0.00284545583652066	nan	nan
82	2.035520118254247	0.002858840283149753	nan	nan
83	2.05968398963091	0.0028582078882319027	nan	nan
84	2.080588323502949	0.00289220250246523	nan	nan
85	2.1197223326048085	0.0029259185019110553	2.118175	0.005925292561342438
86	2.1415643300140843	0.002916872333219133	nan	nan
87	2.165599296402735	0.0029251449967733914	nan	nan
88	2.193393168785839	0.002953544217334445	nan	nan
89	2.2160170100919934	0.002958266362368626	nan	nan
90	2.239271821808181	0.0029891365085117465	2.25355	0.006000415798092652
91	2.2664607522079985	0.0030077568304484655	nan	nan
92	2.3014178658566946	0.003061253624160868	nan	nan
93	2.332972609896261	0.003043638053471179	nan	nan
94	2.353380998246524	0.0030497102460214573	nan	nan
95	2.3852783185077495	0.0030794738062889355	2.384425	0.006304749553907756
96	2.403584465247945	0.0031055177373845314	nan	nan
97	2.428563489515153	0.003105703238451777	nan	nan
98	2.4612671706690383	0.0031228386264778364	nan	nan
99	2.489457683028901	0.0031410139841071757	nan	nan
100	2.515368598482971	0.0031810889534083387	2.520775	0.0063185215784628025
101	2.544034476797313	0.0031686507516660942	nan	nan
102	2.568067993980214	0.003198469181707868	nan	nan
103	2.5951204102869037	0.0032203982926150244	nan	nan
104	2.626468611539802	0.0032384365424907116	nan	nan
105	2.642351660315732	0.0032185196230876947	nan	nan
106	2.672924656686874	0.0032559088844166333	nan	nan
107	2.7052279970581026	0.003265419527499454	nan	nan
108	2.7237485863204998	0.003270517432275647	nan	nan
109	2.749728750030824	0.003303063636777188	nan	nan
110	2.778437399300994	0.003341855667959742	nan	nan
111	2.8023733939909015	0.003362571972451196	nan	nan
112	2.830221428748543	0.0033598103127383963	nan	nan
113	2.865537997557389	0.0033997011141711224	nan	nan
114	2.889076646796199	0.0034120458509212	nan	nan
115	2.914293131582851	0.0033926215966031048	nan	nan
116	2.9380887872536103	0.0034220063673495566	nan	nan
117	2.9646336638559876	0.0034233676342455403	nan	nan
118	2.9934949328950973	0.0034735403308574424	nan	nan
119	3.020176513238493	0.0034963173715565924	nan	nan
120	3.054289359785845	0.0034940803303317013	nan	nan
121	3.0701736923306626	0.00349730367394762	nan	nan
122	3.1051886909028	0.0035218424036319927	nan	nan
123	3.1327055006563143	0.003536138178769689	nan	nan
124	3.155311405361091	0.003568593535372212	nan	nan
125	3.1842687688061075	0.0035626610888078126	nan	nan
126	3.209486895533407	0.0035692108964010443	nan	nan
127	3.238202429351757	0.0036054509686536877	nan	nan
128	3.265712654520181	0.0036103373746480157	nan	nan
129	3.289446504566835	0.0036343977706433605	nan	nan
130	3.3140584480351087	0.0036613059414993183	nan	nan
131	3.342217830698419	0.003665513122503151	nan	nan
132	3.3731301351047622	0.0036820928950680024	nan	nan
133	3.399463874135685	0.003698171670654455	nan	nan
134	3.4237669003505258	0.0037130537148811166	nan	nan
135	3.452240654556373	0.003737364409808965	nan	nan
136	3.471089719390965	0.003771660929664051	nan	nan
137	3.5070999899558055	0.0037525418298235557	nan	nan
138	3.5228847074233607	0.003799446109903532	nan	nan
139	3.5580942571471637	0.0038127748307480477	nan	nan
140	3.5794943177484555	0.003808811370398824	nan	nan
141	3.6085864367114366	0.0038326791538737938	nan	nan
142	3.6343719819041325	0.0038553755593806597	nan	nan
143	3.65574782126845	0.003870664903893496	nan	nan
144	3.676359564134182	0.0038596754746474337	nan	nan
145	3.7106578218619406	0.003881801433462833	nan	nan
146	3.738895202020202	0.0038949148319295896	nan	nan
147	3.768233860526516	0.003935315646285713	nan	nan
148	3.80128623415736	0.003936115840766462	nan	nan
149	3.8234554325294505	0.003949900955712167	nan	nan
150	3.8440900349207956	0.0039630159254080526	nan	nan
151	3.8752881570614313	0.00397083580815061	nan	nan
152	3.9079690241855496	0.004023529366886583	nan	nan
153	3.9261252694307087	0.003972349416436657	nan	nan
154	3.953491605987055	0.004048748663473106	nan	nan
155	3.975381379555015	0.004034693983165447	nan	nan
156	4.002065337484933	0.004037014787530937	nan	nan
157	4.030175447416046	0.004051029032957636	nan	nan
158	4.063062549124008	0.004053211309725036	nan	nan
159	4.085200516481847	0.004076251399759356	nan	nan
160	4.117909843326837	0.004121143820094993	nan	nan
161	4.135365701447828	0.00408906238330407	nan	nan
162	4.166238710819904	0.0041263410587311315	nan	nan
163	4.197761855330785	0.004129111032276412	nan	nan
164	4.2193907217798	0.004154403340042398	nan	nan
165	4.242664058331851	0.004154057489271351	nan	nan
166	4.272992407100116	0.004150007736817789	nan	nan
167	4.297853252570498	0.00422404730877042	nan	nan
168	4.325255360032362	0.00419262550782019	nan	nan
169	4.355077379157874	0.004201365916237918	nan	nan
170	4.3754265994295025	0.004244815527896075	nan	nan
171	4.41611962995818	0.00421996115339474	nan	nan
172	4.432328553066008	0.0042486286600659316	nan	nan
173	4.458534190323157	0.004291692139406249	nan	nan
174	4.489004276114844	0.004299553018644373	nan	nan
175	4.509343938928168	0.0043168061088782435	nan	nan
176	4.541956886471096	0.004305163026820527	nan	nan
177	4.576894728816144	0.00433680384949601	nan	nan
178	4.595883024613042	0.004320541981884215	nan	nan
179	4.611580086580086	0.004342382334853586	nan	nan
180	4.65289821707211	0.0043786253513885395	nan	nan
181	4.6690814164262555	0.0043842015405586784	nan	nan
182	4.700729458300157	0.004392906169848327	nan	nan
183	4.7316876759581	0.0044274744056677735	nan	nan
184	4.766974525525221	0.00440203111029707	nan	nan
185	4.785351731877774	0.0044325775909477595	nan	nan
186	4.809946838276441	0.00445857723134917	nan	nan
187	4.847097249758527	0.004461041791758968	nan	nan
188	4.869782525753529	0.00446127944307146	nan	nan
189	4.889306160705239	0.0044657652805957775	nan	nan
190	4.922471422739335	0.0044844962754986475	nan	nan
191	4.950934341505639	0.004499144276386968	nan	nan
192	4.9778945231206535	0.004502666179289988	nan	nan
193	4.998753511680292	0.00451854453415463	nan	nan
194	5.030949322452269	0.004511729913673157	nan	nan
195	5.0612372304199775	0.004520907993434133	nan	nan
196	5.078163709616876	0.004518617976746501	nan	nan
197	5.1115490191140545	0.004552122988986618	nan	nan
198	5.139410996080008	0.004587311011287975	nan	nan
199	5.1639477259005835	0.004591468734976318	nan	nan
200	5.186779885531479	0.004568888501425041	nan	nan
201	5.220736438991207	0.004594256940974229	nan	nan
202	5.2490769578540215	0.004630756350344127	nan	nan
203	5.274355644103702	0.0046639402500508334	nan	nan
204	5.294088532412813	0.004686600262296775	nan	nan
205	5.3285049308674814	0.004643726533913422	nan	nan
206	5.3552260242906815	0.004690469704126584	nan	nan
207	5.388037427902174	0.004684622761851759	nan	nan
208	5.413389997225655	0.004707532394604493	nan	nan
209	5.431104446012703	0.0047164810240807676	nan	nan
210	5.464023698474726	0.004728268221778564	nan	nan
211	5.487692192116993	0.004721173521407744	nan	nan
212	5.515674618296369	0.004730621371811613	nan	nan
213	5.54768986464346	0.004762779548024051	nan	nan
214	5.563633382935257	0.004788735675542886	nan	nan
215	5.58845298358644	0.004820477825866727	nan	nan
216	5.6189331472789545	0.004805933421605314	nan	nan
217	5.646786334684424	0.0048510847707637725	nan	nan
218	5.675480890594234	0.004780415511396559	nan	nan
219	5.690147491882913	0.004820746520442068	nan	nan
220	5.726074415558243	0.004843460260281425	nan	nan
221	5.760393639469453	0.004855417806463794	nan	nan
222	5.78104360978069	0.00486354659177196	nan	nan
223	5.811648211243612	0.004877028859411721	nan	nan
224	5.825654685975839	0.004872109614078489	nan	nan
225	5.8556276892881405	0.004894701770664945	nan	nan
226	5.87749385934132	0.004888027457443906	nan	nan
227	5.914831573655103	0.004902658442028861	nan	nan
228	5.93832476381044	0.004940063302561431	nan	nan
229	5.967657320557227	0.004963701487770429	nan	nan
230	5.988832907204091	0.004932597214708853	nan	nan
231	6.016468378209142	0.00494348769853669	nan	nan
232	6.045396658925762	0.00495293007865198	nan	nan
233	6.076879429046983	0.004983907355960126	nan	nan
234	6.0926677420981	0.004990359363812606	nan	nan
235	6.126358077719946	0.0050298918613702415	nan	nan
236	6.1573123717017975	0.005003093401980071	nan	nan
237	6.182865731462926	0.005008631455885687	nan	nan
238	6.212323146927916	0.00502913905296003	nan	nan
239	6.241793830965446	0.005028633235337348	nan	nan
240	6.270778289424021	0.005041779669315846	nan	nan
241	6.291495888757575	0.005072721001058359	nan	nan
242	6.317766005637205	0.005056848888040566	nan	nan
243	6.342568145242406	0.005083826594794576	nan	nan
244	6.366660419790105	0.005068132443537121	nan	nan
245	6.398450860074439	0.005087984334133655	nan	nan
246	6.4235097170476285	0.005122744619601221	nan	nan
247	6.443813904652384	0.005123703893249924	nan	nan
248	6.486759126655109	0.00511893044760641	nan	nan
249	6.500043765317861	0.005126455066549389	nan	nan
250	6.5393737062654615	0.005180477966124851	nan	nan
251	6.5596779086818024	0.005165199987563942	nan	nan
252	6.586169437886171	0.005190345133810994	nan	nan
253	6.620246398208013	0.005228653758332173	nan	nan
254	6.6462802029436885	0.005205235801339717	nan	nan
255	6.67292930309818	0.005256530674705701	nan	nan
256	6.704092892611727	0.005210525932219344	nan	nan
257	6.733773274508338	0.005219744438560717	nan	nan
258	6.74399658025095	0.005268927614548609	nan	nan
259	6.774146445402587	0.005242805821986674	nan	nan
260	6.7986761685286305	0.0052295709816097035	nan	nan
261	6.832493575855293	0.005277642743859224	nan	nan
262	6.860691253526804	0.005273226422640025	nan	nan
263	6.881331103510713	0.005315184769680283	nan	nan
264	6.918402346274295	0.005289162656298243	nan	nan
265	6.938109695401154	0.005303724243111712	nan	nan
266	6.950094713491688	0.005307880740127783	nan	nan
267	6.992985234698459	0.005335473219194477	nan	nan
268	7.020689094953635	0.005332855617933218	nan	nan
269	7.035017719511289	0.005313514415362937	nan	nan
270	7.068834966013594	0.005382708166461434	nan	nan
271	7.100989231154521	0.00538006078015123	nan	nan
272	7.125548245614035	0.005376251978621178	nan	nan
273	7.140554348097629	0.005367714521476698	nan	nan
274	7.173972414825161	0.005369017459189341	nan	nan
275	7.205820291893793	0.005455894865230174	nan	nan
276	7.23359406237505	0.005418250090600595	nan	nan
277	7.25462512171373	0.005425672838453368	nan	nan
278	7.2885342159995945	0.0054816128487926875	nan	nan
279	7.309899914067634	0.00549433478816353	nan	nan
280	7.346561013862187	0.005473820144972677	nan	nan
281	7.358238392902153	0.005468125503081159	nan	nan
282	7.407754314259764	0.005513547884584687	nan	nan
283	7.410673393895166	0.005467720134705121	nan	nan
284	7.453693938024208	0.005506025416406469	nan	nan
285	7.479186614927178	0.005538126989711275	nan	nan
286	7.5023601486391485	0.005517808800220536	nan	nan
287	7.538379892478521	0.005541120337387898	nan	nan
288	7.5545629432178245	0.005551409038469462	nan	nan
289	7.58647495872317	0.005561071128048155	nan	nan
290	7.613394959667318	0.0055572504866302375	nan	nan
291	7.61835657745948	0.005585796875291172	nan	nan
292	7.666580630539888	0.005594967316864022	nan	nan
293	7.691401826828716	0.0056137505356542725	nan	nan
294	7.710193246439535	0.005598987089904968	nan	nan
295	7.747060452702873	0.005680730499090498	nan	nan
296	7.764733246667176	0.005702467670111272	nan	nan
297	7.799128854349461	0.0056344167640259525	nan	nan
298	7.825111094373729	0.0056576870861387955	nan	nan
299	7.857169773400995	0.005715318952456858	nan	nan
300	7.8812825175531644	0.0057250344383996616	nan	nan
301	7.908025978594041	0.005715696189889214	nan	nan
302	7.9304819849083	0.005714873630563607	nan	nan
303	7.960457895799677	0.005764870555991838	nan	nan
304	7.9859526453958	0.005728245716847266	nan	nan
305	8.008690599499785	0.005719825200924826	nan	nan
306	8.034827594898422	0.005754787481200046	nan	nan
307	8.062167980059922	0.005768761766381349	nan	nan
308	8.098771254653386	0.005775190688103929	nan	nan
309	8.112976065030859	0.005757176421351413	nan	nan
310	8.13997225025227	0.005856939849602251	nan	nan
311	8.17012532345629	0.005895463231704622	nan	nan
312	8.203745052268344	0.0058395454086936265	nan	nan
313	8.22260569456428	0.0058616698569620386	nan	nan
314	8.24933855767777	0.005831252578458151	nan	nan
315	8.281793443867866	0.005890116356354091	nan	nan
316	8.308630463971356	0.005834538429417458	nan	nan
317	8.346301182201024	0.005896850920486195	nan	nan
318	8.354443940310546	0.005863997028524866	nan	nan
319	8.388828109098311	0.0059747630704129915	nan	nan
320	8.414309452534376	0.005882470642087433	nan	nan
321	8.433223675821793	0.0059559490159393795	nan	nan
322	8.458475691544555	0.005914549297971603	nan	nan
323	8.494094142993136	0.005920965866874179	nan	nan
324	8.519619073994814	0.005927830460157458	nan	nan
325	8.547331130138701	0.005917678253794251	nan	nan
326	8.585244417622208	0.005946162974420027	nan	nan
327	8.599172102358255	0.005933642879795015	nan	nan
328	8.632639832855057	0.005947138029079319	nan	nan
329	8.64971740815765	0.005972872947611789	nan	nan
330	8.683321964529332	0.005985142218223452	nan	nan
331	8.71175690552442	0.005980041372226255	nan	nan
332	8.736826369683833	0.005959325765765757	nan	nan
333	8.75647144070761	0.005976076047356689	nan	nan
334	8.780162383966772	0.006019435007018027	nan	nan
335	8.80847026702069	0.005990227395067686	nan	nan
336	8.837290362953691	0.005998835215716447	nan	nan
337	8.867632044226411	0.005989013813629752	nan	nan
338	8.898132790510655	0.0060615598220933545	nan	nan
339	8.920582741875233	0.006023487357824945	nan	nan
340	8.934355698346284	0.006059616055545769	nan	nan
341	8.96465352907682	0.006053799568893706	nan	nan
342	8.994503171247358	0.006038637286915683	nan	nan
343	9.016499014052867	0.006048872111151791	nan	nan
344	9.053419764188648	0.006095406037194738	nan	nan
345	9.074015708639752	0.006079249513416078	nan	nan
346	9.109094082736952	0.006054056766936672	nan	nan
347	9.13100123360439	0.006127600068489503	nan	nan
348	9.162829029519004	0.006127741637405323	nan	nan
349	9.18771020703057	0.00611957863692214	nan	nan
350	9.225907157157158	0.0061427894773860466	nan	nan
351	9.223330923414439	0.006168480948818343	nan	nan
352	9.260377030018155	0.006142210185961201	nan	nan
353	9.288053297199639	0.006177863281731433	nan	nan
354	9.315033783783784	0.006146244121276757	nan	nan
355	9.3605	0.006178413277290531	nan	nan
356	9.36527666899511	0.006193462020567462	nan	nan
357	9.413334918886441	0.00621353827742745	nan	nan
358	9.426568500324173	0.006200338722784028	nan	nan
359	9.446861260991207	0.006212239094020656	nan	nan
360	9.476369931503426	0.006221549384731395	nan	nan
361	9.517864298953063	0.006219096234979421	nan	nan
362	9.537889915108666	0.006238342295726135	nan	nan
363	9.562738734240419	0.006238113595890962	nan	nan
364	9.595500413150713	0.006235706537507091	nan	nan
365	9.631433869593545	0.006267666042809179	nan	nan
366	9.645343180060378	0.006312226550742358	nan	nan
367	9.688102432202967	0.006303067129714451	nan	nan
368	9.70574580300104	0.006243400632156489	nan	nan
369	9.733343326088585	0.00629004091216719	nan	nan
370	9.752051256703655	0.0062497779636849745	nan	nan
371	9.781539294859169	0.006236170972689177	nan	nan
372	9.814389774601429	0.0063057637344813245	nan	nan
373	9.841427118728143	0.006330165859957207	nan	nan
374	9.867591156904917	0.006338508371285974	nan	nan
375	9.900783028544268	0.00634996662298397	nan	nan
376	9.917542043016118	0.0063909028005175745	nan	nan
377	9.947681072877012	0.006398660668645363	nan	nan
378	9.978548280179716	0.006323268303140304	nan	nan
379	10.00440722785368	0.006338394625993803	nan	nan
380	10.024176289070276	0.006416112439559027	nan	nan
381	10.069341100450362	0.006341325086800647	nan	nan
382	10.085132238203256	0.006407234670295597	nan	nan
383	10.107234904270987	0.00638764118400278	nan	nan
384	10.133895409300253	0.006433389081870308	nan	nan
385	10.159015802812702	0.006440176433499107	nan	nan
386	10.192363541589097	0.006461001997189083	nan	nan
387	10.2303446254549	0.006383330999706129	nan	nan
388	10.241945484759047	0.00646889258054186	nan	nan
389	10.266462887489194	0.006445963915962665	nan	nan
390	10.310465374371116	0.006401197544004985	nan	nan
391	10.326211558721718	0.006489806042579588	nan	nan
392	10.342834243350199	0.006544863679610983	nan	nan
393	10.374782511433684	0.006528756824241768	nan	nan
394	10.427935568541997	0.006501022828306304	nan	nan
395	10.438606553289112	0.006522050515915062	nan	nan
396	10.45515171931926	0.006527429632478466	nan	nan
397	10.485817325659616	0.006551728007629507	nan	nan
398	10.518630269386136	0.006589809443094918	nan	nan
399	10.531990995497749	0.006563737908588592	nan	nan
400	10.575838700014977	0.006627628320745631	nan	nan
401	10.576843547583458	0.006568699447055085	nan	nan
402	10.611199840287483	0.006569960896150817	nan	nan
403	10.639713414786497	0.006564963609894595	nan	nan
404	10.66189086737493	0.006633962269889334	nan	nan
405	10.69537794299876	0.006638275480939553	nan	nan
406	10.711169055301268	0.006627509590928916	nan	nan
407	10.755086558551389	0.006623305470037584	nan	nan
408	10.770360689361915	0.006637478637262147	nan	nan
409	10.792621972447407	0.00662807494094192	nan	nan
410	10.828221820827375	0.0066998433067151884	nan	nan
411	10.860719445966819	0.006652339529974526	nan	nan
412	10.877286642744222	0.006695813216543463	nan	nan
413	10.923458190977332	0.00665603925490424	nan	nan
414	10.943388944223107	0.0067066563960719	nan	nan
415	10.97839552331813	0.006691827654698195	nan	nan
416	10.997180971558016	0.006764778372823344	nan	nan
417	11.015367720883534	0.006697259345618315	nan	nan
418	11.049215666557732	0.006758965836307269	nan	nan
419	11.074127576896874	0.006708307954242257	nan	nan
420	11.113390374063588	0.00674041598567676	nan	nan
421	11.125604682056295	0.006723163183518738	nan	nan
422	11.168484318792116	0.006808924674206357	nan	nan
423	11.19190996043868	0.006751586718262948	nan	nan
424	11.207505671792287	0.006771931393715687	nan	nan
425	11.229497949794979	0.006738170956187424	nan	nan
426	11.264976435898083	0.006794572940312056	nan	nan
427	11.290141276856653	0.00683133114244987	nan	nan
428	11.319423600335767	0.006814192108555216	nan	nan
429	11.337710084033613	0.006806888988243118	nan	nan
430	11.375104016945306	0.006838929591214568	nan	nan
431	11.399692330971176	0.006806681867467298	nan	nan
432	11.419455351488283	0.006857746573524997	nan	nan
433	11.45615417591285	0.006831086562414262	nan	nan
434	11.484440484854568	0.006783859278681147	nan	nan
435	11.508866402845264	0.0068037167199541705	nan	nan
436	11.533973504939544	0.006847464621328108	nan	nan
437	11.554146047537243	0.006928255445910242	nan	nan
438	11.586922155077897	0.006915726301831028	nan	nan
439	11.613084147446873	0.006884772846090093	nan	nan
440	11.627707843583327	0.006872215259550253	nan	nan
441	11.658312881107204	0.006888916787054396	nan	nan
442	11.682644742819646	0.006897725499871419	nan	nan
443	11.707769580312467	0.006952274487240423	nan	nan
444	11.74593010089827	0.006921311415167064	nan	nan
445	11.782860469775128	0.006962418294312996	nan	nan
446	11.786444236460678	0.006919383136909829	nan	nan
447	11.828639953424796	0.006950939137046357	nan	nan
448	11.844944528492183	0.006968179170779956	nan	nan
449	11.885719654265314	0.006957150941367393	nan	nan
450	11.90775651262601	0.006989707150472189	nan	nan
451	11.928654772658838	0.006964635466335985	nan	nan
452	11.965160748319791	0.0069907565196438886	nan	nan
453	11.986331180299743	0.0070666194461073755	nan	nan
454	12.021415920373189	0.007010957222536151	nan	nan
455	12.044451980807395	0.00704036605012245	nan	nan
456	12.071285872242047	0.007033199894581635	nan	nan
457	12.085622214949272	0.007034420246084482	nan	nan
458	12.126409421197694	0.007089582810107678	nan	nan
459	12.155880367100952	0.007028787419609169	nan	nan
460	12.18898675662169	0.007002710549750057	nan	nan
461	12.200824801622067	0.006996779575396183	nan	nan
462	12.225772323317816	0.007060231721272496	nan	nan
463	12.266533430232558	0.007020336982938957	nan	nan
464	12.282236085412812	0.00700617191541346	nan	nan
465	12.292146901223335	0.00708751852621398	nan	nan
466	12.333609870505752	0.00701966959616319	nan	nan
467	12.365055896591306	0.007082277820110931	nan	nan
468	12.393782641134047	0.007079089092830596	nan	nan
469	12.416066077222181	0.0070186939007280055	nan	nan
470	12.445987692307693	0.007062033127374074	nan	nan
471	12.459808821691865	0.007131160251828603	nan	nan
472	12.48186799501868	0.007025352414705433	nan	nan
473	12.51708621853361	0.007137542444191542	nan	nan
474	12.54472608543941	0.007119729184434884	nan	nan
475	12.5718841879703	0.007170204456999976	nan	nan
476	12.591596825632278	0.007120850046063874	nan	nan
477	12.611381226433815	0.00714551910793112	nan	nan
478	12.635890045169823	0.0071379848646948565	nan	nan
479	12.686543216042754	0.007154618176988314	nan	nan
480	12.709373909575794	0.007179822450128101	nan	nan
481	12.735776271695093	0.007227252619378427	nan	nan
482	12.76469190162868	0.007160977596798243	nan	nan
483	12.796230690268146	0.007224380295078618	nan	nan
484	12.823615160349854	0.007167718681830214	nan	nan
485	12.8234969109448	0.007218284695811457	nan	nan
486	12.876219573526454	0.007195593358643474	nan	nan
487	12.898018751105608	0.007277830320004497	nan	nan
488	12.917126167636026	0.007255917307385731	nan	nan
489	12.95380543849087	0.007258445355583474	nan	nan
490	12.972924549577769	0.007200184718939238	nan	nan
491	13.005449728775073	0.007280071063432608	nan	nan
492	13.031951411055378	0.007290970677567826	nan	nan
493	13.0522626598208	0.007274631045157555	nan	nan
494	13.079760014116816	0.007281354636831855	nan	nan
495	13.11988550578762	0.007270572668304459	nan	nan
496	13.141827166110605	0.007363824215591723	nan	nan
497	13.156599197480698	0.007314025344413787	nan	nan
498	13.192637982496079	0.007335648003047264	nan	nan
499	13.202990267762594	0.007311712867965036	nan	nan
500	13.236115717237684	0.0073435658214235635	nan	nan
